title,year,description,genre
la strada,1954," Film opowiada o specyficznej więzi łączącej cyrkowego siłacza Zampano i jego towarzyszkę podróży, Gelsominę.&nbsp; ",drama
elephant song,2014,Po zniknięciu kolegi psychiatra próbuje uzyskać informacje od jego pacjenta. Ten jednak wciąga go w specyficzną grę.,drama
the hustle,2019,"Młody milioner stanie się obiektem rywalizacji dwóch oszustek, zarabiających na życie wyłudzaniem pieniędzy od zamożnych mężczyzn.",comedy
cat on a hot tin roof,1958,Na urodziny śmiertelnie chorego właściciela plantacji przyjeżdżają jego dwaj synowie z rodzinami. W trakcie spotkania ujawnione zostają skrywane dotychczas żale i pretensje. ,drama
boo-san-haeng,2016,Pasażerowie pociągu jadącego z Seulu do Pusan próbują przetrwać wybuch epidemii zmieniającej ludzi w zombie. ,horror
wszystko bedzie dobrze,2007,"Początkujący lekkoatleta z małego miasteczka Paweł postanawia pobiec do Częstochowy, by wymodlić zdrowie dla matki. Śladem chłopca podąża nauczyciel W-F mający problemy alkoholowe. ",drama
the skeleton key,2005,Młoda pielęgniarka z hospicjum opiekuje się schorowanym Benem w jego domu na bagnach Missisipi. Caroline powoli odkrywa mroczną przeszłość posiadłości.,thriller
the switch,2010,"Singielka Kassie decyduje się na zapłodnienie in vitro. Nie wie, że podczas zabiegu dochodzi do zamiany probówek dawcy.&nbsp;",comedy
pet sematary,2019,Rodzina odkrywa tajemniczy cmentarz. Wkrótce zaczynają się dziać przerażające rzeczy. ,horror
paranoia,2013,Szantażowany przez swojego szefa młody chłopak zostaje zmuszony do szpiegowania konkurencyjnej spółki.,thriller
sieranevada,2016,"Rodzina spotyka się na stypie, podczas której odżywają utarczki i dawne tajemnice.",drama
bin-jip,2004,"Młody bezdomny Tae-suk włamuje się do opuszczonych na czas urlopów mieszkań. Okazuje się, że jeden z lokali nie jest pusty.",drama
fifty shades freed,2018,"Christian i Ana wiodą pełne dostatku i miłości życie. Ich spokój zakłóca jej były szef, który chce się na niej zemścić.",drama
amok,2017,"Architekt Roszewski zostaje zamordowany. Kilka lat później inspektor Jacek Sokolski odnajduje dowody, które wiążą się z motywem opisanym w powieści kryminalnej pod tytułem ""Amok"". ",crime
los ojos de julia,2010,Julia stara się rozwikłać tajemnicę śmierci swojej siostry bliźniaczki. ,thriller
on the waterfront,1954,"Były bokser jest nękany przez wyrzuty sumienia -&nbsp;spowodował śmierć kolegi, który chciał zeznawać przeciwko szefowi miejscowego gangu. Gdy zakochuje się w jego siostrze, postanawia zawalczyć o prawdę i własną godność. ",drama
american honey,2016,Star porzuca swoje dotychczasowe życie i przyłącza się do nastoletniej grupy włóczęgów podróżujących po Ameryce.,drama
the room,2003,"Życie poczciwego bankiera zostaje wywrócone do góry nogami w momencie, gdy jego narzeczona zaczyna się spotykać z ich najlepszym przyjacielem.",drama
goldfinger,1964,"Agent 007 mierzy się z multimilionerem Aurikiem Goldfingerem, który chce obrabować Fort Knox.",thriller
elle,2016,Michèle jest bezwzględną szefową firmy zajmującej się grami wideo. Pewnego dnia we własnym domu zostaje zaatakowana przez nieznanego napastnika.,thriller
un homme a la hauteur,2016,"Młoda prawniczka poznaje bardzo przystojnego, ale niezwykle niskiego mężczyznę. Początkowo zafascynowana nim dziewczyna zaczyna mieć wątpliwości. ",comedy
the boy next door,2015,"Zdradzona kobieta ulega nastoletniemu sąsiadowi, który jest bardzo niebezpieczny.",thriller
cria cuervos,1976,"Po śmierci matki dziewięcioletnia Ana cierpi, obarczając winą ojca. Gdy również on umiera, dziewczynka całkowicie zatraca się w świecie marzeń pomagającym jej radzić sobie z problemami. ",drama
la famille belier,2014,"Szesnastoletnia Paula, córka głuchoniemych rodziców, za namową nauczyciela muzyki decyduje się wziąć udział w konkursie wokalnym.",comedy
seppuku,1962,"Niektórzy roninowie, samurajowie bez panów, zatrzymują się na dworach potężnych klanów, by prosić o możliwość popełnienia rytualnego samobójstwa. Jeden z nich przed śmiercią opowiada historię swojego życia. ",drama
czerwony pajak,2015,Karol zostaje przypadkowym świadkiem morderstwa. Zaczyna śledzić sprawcę zbrodni.,thriller
21 &amp; over,2013,Jeff Chang jest wzorowym uczniem. Za kilka godzin będzie pełnoletni. Ta noc nie może skończyć się na jednym piwie.,comedy
banlieue 13: ultimatum,2009,Władze Paryża decydują się wysadzić w powietrze 13 dzielnicę zamieszkałą przez przestępców. Leito i Damien postanawiają temu zapobiec.,action
g.i. joe: the rise of cobra,2009,"Elitarna jednostka wojskowa, znana jako G.I. Joe, staje przed wielkim wyzwaniem, jakim jest zapobiegnięcie użycia śmiercionośnych rakiet mających wywołać chaos na całym świecie. ",action
twarz,2017,"Jacek powraca do swojego rodzinnego miasteczka, po przymusowej operacji rekonstrukcji twarzy.",drama
the princess diaries 2: royal engagement,2004,"Mia przyjeżdża do Genovii, aby zasiąść na należnym jej tronie. Jednak zgodnie z prawem księżniczka przed objęciem władzy musi wyjść za mąż.",comedy
stigmata,1999,"Ateistka Frankie Paige podczas kąpieli odkrywa na ciele stygmaty odpowiadające ranom, które zostały zadane Chrystusowi. Gdy historia zaczyna się powtarzać, sprawę, mimo niezadowolenia Watykanu, zamierza wyjaśnić jeden z księży. ",horror
i care a lot,2020,Przydzielana przez sąd opiekunka prawna defrauduje majątki podopiecznych i&nbsp;więzi ich w&nbsp;swojej pieczy. Jednak jej najnowsza ofiara ma niespodziewane znajomości.,thriller
the ring two,2005,"Rachel wraz z synem przeprowadza się, by rozpocząć&nbsp;życie od nowa. Samara nie pozwala jednak o sobie zapomnieć.",horror
ladri di biciclette,1948,Podczas pierwszego dnia nowej pracy mężczyźnie zostaje skradziony rower.&nbsp;Wraz z synem wyrusza więc na poszukiwania pojazdu.,drama
gok-seong,2016,Policjant usiłuje rozwiązać tajemnicę nieznanej choroby szerzącej się w małej wiosce. ,horror
grave,2016,Zmuszona do skosztowania surowego mięsa wegetarianka zmienia się w kanibalkę.,horror
fast &amp; furious presents: hobbs &amp; shaw,2019,Stróż prawa Luke Hobbs i wyrzutek Deckard Shaw łączą swoje siły przeciwko cybernetycznie zmodyfikowanemu przestępcy zagrażającemu całej ludzkości. ,action
viskningar och rop,1972,"Szwecja, początek XIX wieku. Umierająca Agnes spotyka się z dawno niewidzianymi siostrami. ",drama
long shot,2019,"Dziennikarz polityczny próbuje umówić się ze swoją byłą opiekunką, która zajmuje ważną pozycję w rządzie. ",comedy
miszmasz czyli kogel mogel 3,2019,Kasia nadal mieszka we wsi Brzózki i walczy z niechcianym zalotnikiem Staszkiem Kolasą. Do Polski wraca niespodziewanie jej syn Marcin.,comedy
manbiki kazoku,2018,"Pięcioosobowa rodzina mieszka pod jednym dachem, utrzymując się z dorywczej pracy i drobnych kradzieży. Przybycie bezdomnej dziewczynki zbliża krewnych do siebie. ",drama
the back-up plan,2010,Marząca o dziecku singielka decyduje się na sztuczne zapłodnienie. W tym samym czasie spotyka mężczyznę swojego życia. ,comedy
the burning plain,2008,Sylvia jest nękana przez dramatyczne wspomnienia. Równocześnie Gina nawiązuje brzemienny w skutki romans z Nickiem. ,drama
the human centipede (first sequence),2009,"Niemiecki chirurg porywa trzy osoby i łączy je ze sobą w taki sposób, by utworzyły jeden układ pokarmowy. ",horror
"as above, so below",2014,Dwójka archeologów poszukuje zaginionego skarbu w katakumbach pod Paryżem.,horror
house at the end of the street,2012,"Nastolatka wraz z matką zamieszkują w domu, który znajduje się naprzeciwko miejsca, gdzie cztery lata wcześniej doszło do makabrycznej zbrodni.",thriller
the world is not enough,1999,"W siedzibie MI6 wybucha bomba, zabijając magnata naftowego. M wysyła agenta 007 do Azerbejdżanu, by chronił spadkobierczynię majątku biznesmena - Elektrę King.",thriller
mon roi,2015, Georgio (Vincent Cassel) pojawia się w życiu Tony (Emmanuelle Bercot) nieoczekiwanie i zmienia je o 180 stopni. Związek z królem życia to jedna wielka zabawa. Gdyby tylko... ,drama
devil,2010,"Pięcioro osób zostaje uwięzionych w windzie. Z upływem godzin zaczynają się przekonywać, że to, co ich spotkało, nie było przypadkiem. ",horror
kumonosu jo,1957,"Zahartowany w boju generał, podjudzany przez żonę, pragnie wypełnić przepowiednię, aby zostać władcą Pajęczego Zamku. Dążąc do celu, popełnia kolejne zbrodnie.",drama
mortal engines,2018,Cywilizacja człowieka została zniszczona przez kataklizm. Tysiące lat potem ludzkość dostosowała się do nowych warunków.,sci-fi
planeta singli 3,2019,Ania i Tomek planują wesele na wsi u rodziny mężczyzny. Niespodziewany przyjazd ojca pana młodego jeszcze bardziej wszystko komplikuje. ,comedy
the frozen ground,2013,"Gdy młoda prostytutka ucieka z rąk seryjnego mordercy, detektyw Jack Halcombe robi wszystko, by złapać zabójcę i doprowadzić go przed wymiar sprawiedliwości.",thriller
saw v,2008,"Mark Hoffman&nbsp;kontynuuje dzieło Jigsawa, ale agent Strahm trafia na jego trop.",horror
bez wstydu,2012,"Historia zakazanej miłości brata do siostry. Tadek, po powrocie do rodzinnego miasteczka odkrywa, że Anka związała się z żonatym mężczyzną.",drama
gotowi na wszystko. exterminator,2017,Piątka przyjaciół postanawia reaktywować swój dawny zespół o nazwie Exterminator. Pani burmistrz obiecuje im w tym pomóc dając dotację. ,comedy
bad boy,2020,"Właściciel klubu piłkarskiego nie cofa się przed niczym, by&nbsp;zbudować drużynę mistrzów. Na szokujące skutki jego działań nie trzeba długo czekać.",thriller
airplane!,1980,W związku z zatruciem załogi samolotu pasażerskiego były pilot wojskowy - Ted Striker - musi pokonać lęk przed lataniem i ponownie usiąść za sterami. ,comedy
the taking of pelham 1 2 3,2009,Przestępcy w celu uzyskania okupu uprowadzają pociąg metra. Plany może im pokrzyżować szef ochrony kolei podziemnej.,thriller
mudbound,2017,"Rodzina&nbsp;McAllanów przenosi się na farmę w&nbsp;Missisipi. Ich sąsiadami są Jacksonowie, czarnoskórzy rolnicy, którzy często padają ofiarami rasizmu ze strony białych mieszkańców.",drama
wasabi,2001,"Paryski policjant, Hubert Fiorentini, przylatuje do Tokio, by wziąć udział w pogrzebie dawnej narzeczonej. Na miejscu dowiaduje się, że ma nastoletnią córkę, którą ściga japońska mafia. ",comedy
forgetting sarah marshall,2008,"Zrozpaczony muzyk wyjezdża na wakacje po tym, jak porzuca go ukochana. W kurorcie, który wybrał, spotyka byłą dziewczynę z jej nowym partnerem.",comedy
the haunting in connecticut,2009,Cierpiący na raka Matt wraz z matką przeprowadza się do nowej posiadłości. Wykończony chorobą chłopak zaczyna mieć halucynacje i widzieć duchy.,horror
edge of darkness,2010,"Córka detektywa Thomasa Cravena zostaje zastrzelona na progu drzwi jego domu. Policjant rozpoczyna śledztwo, by znaleźć sprawcę.",thriller
io sono lamore,2009,"Gdy Emma, żona włoskiego bogacza, poznaje przyjaciela swojego syna, budzi się w niej życie. Znajomość z nim na zawsze odmieni losy całej rodziny.",drama
xxx: return of xander cage,2017,"Xander Cage musi odzyskać urządzenie, które kontroluje każdego wojskowego satelitę na świecie. ",action
bullet train,2022,"Pięcioro zabójców, znajdujących się w szybkim pociągu jadącym z Tokio do Morioki, odkrywa, że ich zlecenia są ze sobą wzajemnie powiązane. Powstaje pytanie, kto wyjdzie z pociągu żywy i co ich czeka na stacji końcowej.",action
g.i. joe: retaliation,2013,"Podczas rutynowej misji oddział Joe zostaje zdradzony i prawie całkowicie wymordowany. Ocaleli członkowie ekipy postanawiają dowiedzieć się, kto stoi za atakiem oraz wymierzyć sprawiedliwość.",action
good luck chuck,2007,"Każda dziewczyna, z&nbsp;którą zrywa Chuck, zaręcza się ze&nbsp;swoim kolejnym chłopakiem. Przed jego drzwiami szybko ustawia się kolejka poszukiwaczek prawdziwej miłości.",comedy
the perfect storm,2000,Billy jest kapitanem kutra rybackiego. Po obfitym połowie płynie wprost na potężny sztorm. ,drama
what if,2013,Wallace przeżywa ciąg nieudanych związków z dziewczynami. Wkrótce chłopak zakochuje się w najlepszej przyjaciółce. ,comedy
it comes at night,2017, Paul z najbliższymi znalazł schronienie przed tajemniczym wirusem w opuszczonym domku. Wkrótce do chatki przybywa kolejna rodzina. ,horror
miss congeniality 2: armed and fabulous,2005,"Odsunięta od pracy operacyjnej Gracie ponownie wkracza do akcji, gdy porwana zostaje jej przyjaciółka, Miss Stanów Zjednoczonych.",comedy
rambo iii,1988,"Rambo wyrusza do Afganistanu, aby uratować swojego przyjaciela pułkownika Trautmana. ",action
not another teen movie,2001,"Licealny przystojniak przyjmuje zakład, w myśl którego z nielubianej i brzydkiej dziewczyny uczyni królową balu maturalnego. ",comedy
bruno,2009,Austriacki dziennikarz Brüno postanawia podbić zachodni świat show biznesu.&nbsp;,comedy
kobiety mafii 2,2019,"Po objęciu władzy nad stolicą ""Niania"" wraz z gangiem postanawia wprowadzić do kraju narkotyki. ",thriller
wall street: money never sleeps,2010,"Niesławny finansista Gordon Gekko, który niedawno wyszedł z więzienia, szuka porozumienia z córką. Młody makler usiłuje wykorzystać tę sytuację dla własnych celów. ",drama
point break,1991,Banda nieuchwytnych przestępców od lat napada na banki. Trop prowadzi policję do grupy surferów. ,thriller
thirteen,2003,"Życie trzynastoletniej Tracy ulega zmianie, kiedy zaprzyjaźnia się z Evie.",drama
i know what you did last summer,1997,"Grupa znajomych potrąca samochodem tajemniczego mężczyznę. Nieświadomi, że ich ofiara wciąż żyje, wyrzucają ciało do morza.",horror
after,2019,"Tessa rozpoczyna wymarzone studia. Jej uporządkowany świat staje na głowie, kiedy poznaje buntowniczego Hardina.",drama
the little death,2014, Podobno najlepszym lekarstwem na nudę w związku jest odrobina pikanterii w sypialni. Jednak dzielenie się erotycznymi pomysłami może przynieść wyjątkowo zabawne skutki.... ,comedy
my best friends girl,2008,"Tank umawia się na koszmarne randki, aby spowodować powrót dziewczyn w ramiona dotychczasowych chłopaków. ",comedy
this is england,2006,Dwunastoletni Shaun dołącza do gangu skinheadów. Problemy pojawiają się wraz z powrotem dawnego członka grupy.,drama
proceder,2019,"Historia Tomasza Chady - rapera, który ginie niespodziewanie w 2018 roku. Śmierć muzyka szokuje wszystkich wokół. ",biography
le passe,2013,"Cztery lata po rozpadzie związku Ahmad przyjeżdża do swojej byłej żony, by podpisać papiery rozwodowe. Na miejscu przekonuje się, że życie jego eks nie jest tak kolorowe, jak mówiła. ",drama
"nawet nie wiesz, jak bardzo cie kocham",2016,"Dwie kobiety spotykają się w gabinecie psychoterapeuty, który zabiera je w trudną podróż ku polepszeniu ich relacji.",documentary
hardkor disko,2014,"Tajemniczy i wyalienowany Marcin przyjeżdża do Warszawy, by dokonać zemsty. Tymczasem chłopak daje się wciągnąć w świat imprez i mocnych używek. ",drama
paranormal activity 3,2011,Po przeprowadzce do nowego domu Katie i Kristi nawiązują kontakt z siłami nadprzyrodzonymi. ,horror
laurence anyways,2012,"W trzydzieste urodziny Laurence wyjawia swojej dziewczynie, że chce być kobietą. Oboje stawiają czoła procesowi zmiany płci.",drama
every day,2018,"Szesnastoletnia Rhiannon poznaje chłopaka, który powierza jej niezwykłą tajemnicę - każdego dnia budzi się w ciele kogoś innego. Młodzi kochankowie co rano usiłują na nowo siebie nawzajem odnaleźć.",romance
the legend of zorro,2005,"Zorro staje do walki z tajną organizacją&nbsp;Rycerzy&nbsp;Aragonii, których celem jest zapobiegnięcie wejściu Kalifornii w skład Unii.&nbsp;",adventure
